Festo Didactic LVDAM-ANT File 1.2
Antenna Type : Dipole (1/2 Lambda)

Description
Lab-Volt model : 		9561
Operating Frequency : 	915 MHz
Polarization : 		Lin.
Connector Type : 		SMA


Author : 
Comments : 

P - E - attenuation : 9
P - H - attenuation : 9

Angle	E	H
192	-4.149546	-4.363943
193	-4.237494	-4.366789
194	-4.296091	-4.361097
195	-4.34973	-4.327074
196	-4.412584	-4.327074
197	-4.4821	-4.321424
198	-4.561518	-4.27928
199	-4.633226	-4.268103
200	-4.724386	-4.245825
201	-4.811049	-4.187826
202	-4.889769	-4.146822
203	-4.960119	-4.122385
204	-5.067614	-4.068518
205	-5.167463	-4.020544
206	-5.245443	-3.980925
207	-5.342119	-3.949461
208	-5.426561	-3.900057
209	-5.53425	-3.83581
210	-5.63328	-3.805269
211	-5.738192	-3.749773
212	-5.833845	-3.697386
213	-5.967085	-3.675104
214	-6.104147	-3.621065
215	-6.232649	-3.586988
216	-6.308882	-3.541121
217	-6.429953	-3.507597
218	-6.558683	-3.469564
219	-6.663321	-3.445944
220	-6.779737	-3.403715
221	-6.889429	-3.378088
222	-7.031458	-3.357218
223	-7.131956	-3.359533
224	-7.26589	-3.327234
225	-7.387625	-3.283735
226	-7.496103	-3.299715
227	-7.612761	-3.276903
228	-7.761332	-3.29743
229	-7.932798	-3.29743
230	-8.054815	-3.267809
231	-7.956945	-3.254198
232	-8.341608	-3.603998
233	-8.488512	-3.840918
234	-8.647226	-3.25873
235	-8.818842	-3.227091
236	-8.997068	-3.231596
237	-9.166708	-3.213591
238	-9.310305	-3.220335
239	-9.50057	-3.224836
240	-9.672682	-3.24967
241	-9.869799	-3.295145
242	-10.09501	-3.341051
243	-10.31174	-3.368803
244	-10.51818	-3.410727
245	-10.7124	-3.436529
246	-10.99684	-3.467199
247	-11.27549	-3.49806
248	-11.50638	-3.509985
249	-11.82	-3.562792
250	-12.11205	-3.601564
251	-12.39257	-3.655386
252	-12.74431	-3.697386
253	-13.08909	-3.724756
254	-13.42276	-3.779966
255	-13.80683	-3.782488
256	-14.25368	-3.83581
257	-14.67046	-3.889719
258	-15.1333	-3.9182
259	-15.61966	-3.928598
260	-16.21083	-3.97304
261	-16.90258	-4.023199
262	-17.51245	-4.033823
263	-18.36646	-4.06584
264	-19.36866	-4.068518
265	-20.47777	-4.089994
266	-22.03014	-4.100767
267	-23.47321	-4.122385
268	-29.49053	-4.130518
269	-30	-4.144102
270	-30	-4.160452
271	-30	-4.182341
272	-30	-4.179598
273	-30	-4.165915
274	-30	-4.149546
275	-30	-4.141382
276	-30	-4.135946
277	-30	-4.127806
278	-30	-4.146822
279	-30	-4.127806
280	-29.49053	-4.130518
281	-24.94952	-4.149546
282	-22.39211	-4.119677
283	-21.10875	-4.073877
284	-19.73665	-4.089994
285	-18.57614	-4.044474
286	-17.62379	-4.063166
287	-16.76355	-4.036482
288	-16.17127	-4.002016
289	-15.4182	-4.017893
290	-14.89547	-3.962545
291	-14.30358	-3.954691
292	-13.82921	-3.941626
293	-13.34189	-3.905233
294	-12.86817	-3.894888
295	-12.44111	-3.892302
296	-12.03721	-3.876829
297	-11.83415	-3.881983
298	-11.33843	-3.797663
299	-11.09181	-3.76988
300	-10.81274	-3.737249
301	-10.61424	-3.742254
302	-10.31174	-3.687468
303	-9.906569	-3.665236
304	-9.525976	-3.625956
305	-9.158861	-3.621065
306	-8.959368	-3.618624
307	-8.71084	-3.655386
308	-8.481733	-3.662771
309	-8.192823	-3.643099
310	-7.98731	-3.628401
311	-7.778784	-3.621065
312	-7.573553	-3.62351
313	-7.339613	-3.621065
314	-7.131956	-3.603998
315	-6.928183	-3.603998
316	-6.756224	-3.60887
317	-6.527288	-3.630846
318	-6.343161	-3.655386
319	-6.161753	-3.677576
320	-6.002985	-3.692423
321	-5.845453	-3.704836
322	-5.66675	-3.739752
323	-5.508905	-3.787542
324	-5.352594	-3.833258
325	-5.204599	-3.89747
326	-5.080805	-3.915606
327	-4.921618	-3.941626
328	-4.789236	-3.999372
329	-4.681631	-4.007303
330	-4.529005	-4.071196
331	-4.403963	-4.122385
332	-4.298903	-4.19607
333	-4.182341	-4.26531
334	-4.057817	-4.28768
335	-3.952074	-4.335558
336	-3.861406	-4.38677
337	-3.764845	-4.429869
338	-3.687468	-4.467535
339	-3.599131	-4.52606
340	-3.517153	-4.540804
341	-3.420095	-4.588285
342	-3.354906	-4.633226
343	-3.286016	-4.654345
344	-3.054464	-4.657366
345	-3.013323	-4.718252
